codigo_iccs,delito_iccs,glosa_iccs,glosa_match,nivel_1,nivel_2,nivel_3,nivel_4,seccion,descripcion,inclusiones,exclusiones,notas
8031,Actos contra la libertad de expresion,Actos contra la libertad de expresión,True,8,803,8031,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado","Actos encaminados a restringir la libertad de expresión. - Libertad de expresión, tal como se define en la nota 110.",Censura ilícita; restricciones ilícitas sobre la libertad de expresión; restricciones ilícitas sobre la libertad artística,"Restricción de la expresión mediante el uso de la fuerza, amenazas, intimidación, amenazas de revelar información comprometedora, o amenazas de difamación (0205)","110 La libertad de expresión incluye, como mínimo, el derecho de todo individuo de no ser molestado a causa de sus opiniones, el de investigar y recibir informaciones y opiniones, y el de difundirlas, sin limitación de fronteras, por cualquier medio de expresión."
8032,Actos relacionados con expresiones de creencias y normas sociales controladas,Actos relacionados con expresiones de creencias y normas sociales controladas,True,8,803,8032,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado","Publicación, expresión, producción, posesión, distribución o exposición de opiniones o materiales prohibidos o controlados.",Aplicar todas las inclusiones enumeradas en 080321 a 080329,"Producción, posesión, distribución o exhibición de pornografía infantil (030221); delitos de pornografía (08022)",
80321,Violaciones de las normas sobre creencias u opiniones religiosas,Violaciones de las normas sobre creencias u opiniones religiosas,True,8,803,8032,80321,"Actos contra el orden publico, la autoridad y las disposiciones del Estado","Publicación, expresión, producción, posesión, distribución o exposición de opiniones o materiales prohibidos o controlados que violan las normas sobre creencias u opiniones religiosas.","Blasfemia, apostasía, proselitismo",Discriminación (0210); difamación o insulto debido a las creencias o valores que se le atribuyen a la víctima (02092); aplicar todas las exclusiones enumeradas en 08032,
80322,Violaciones de las normas sobre intolerancia e incitacion al odio,Violaciones de las normas sobre intolerancia e incitación al odio,True,8,803,8032,80322,"Actos contra el orden publico, la autoridad y las disposiciones del Estado",Expresiones ilícitas de intolerancia e incitación al odio.,"Promoción del odio étnico, racial o religioso; incitación al odio racial; incitación al odio; exaltación de la violencia; correo insultante","Expresiones ilícitas de intolerancia e incitación al odio por una persona que dañen la reputación, el respeto o la confianza de otra persona, o que den lugar a opiniones o sentimientos hostiles o desagradables (0209); discriminación (0210); aplicar todas las exclusiones enumeradas en 08032",
80329,Otros actos relacionados con expresiones de creencias y normas sociales controladas,Otros actos relacionados con expresiones de creencias y normas sociales controladas,True,8,803,8032,80329,"Actos contra el orden publico, la autoridad y las disposiciones del Estado","Actos tendientes al control de la expresión no descritos ni clasificados en las categorías 080321 y 080322. - Libertad de expresión, tal como se define en la nota 110.","Propagación, promoción o divulgación de opiniones o materiales políticos controlados",Aplicar todas las exclusiones enumeradas en 08032,"110 La libertad de expresión incluye, como mínimo, el derecho de todo individuo de no ser molestado a causa de sus opiniones, el de investigar y recibir informaciones y opiniones, y el de difundirlas, sin limitación de fronteras, por cualquier medio de expresión."
8039,Otros actos relacionados con la libertad de expresion o el control de la expresion,Otros actos relacionados con la libertad de expresión o el control de la expresión,True,8,803,8039,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado","Actos relacionados con la libertad de expresión o el control de la expresión no descritos ni clasificados en las categorías 08031 y 08032. - Libertad de expresión, tal como se define en la nota 110.",,,
804,Actos contrarios a las disposiciones relativas a los ingresos publicos u otras disposiciones regulatorias,Actos contrarios a las disposiciones relativas a los ingresos públicos u otras disposiciones regulatorias,True,8,804,,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado",Actos contra disposiciones relativas a los ingresos públicos y actos relacionados con comportamientos regulados o prohibidos por motivos morales o políticos.,Evasión de impuestos; delitos de personas jurídicas; juego ilegal; aplicar todas las inclusiones enumeradas en 08041 a 08049,"Lesiones corporales o posibilidad de infligir lesiones corporales debido al comportamiento negligente, irresponsable o descuidado de una persona (0206); lesiones corporales o posibilidad de infligir lesiones corporales provocadas por el comportamiento peligroso de una persona (0207); actos que conllevan fraude, engaño o corrupción (07); tráfico ilícito de bienes culturales (07042)",
8041,Actos contrarios a las disposiciones relativas a los ingresos publicos,Actos contrarios a las disposiciones relativas a los ingresos públicos,True,8,804,8041,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado","Actos contrarios a las disposiciones aduaneras, de tributación y otras disposiciones relativas a los ingresos públicos.","Delitos en materia de aranceles, tributación, derechos e ingresos","Fraude fiscal y fraude a la seguridad social y otros actos que conllevan fraude, engaño o corrupción (07); tráfico ilícito de migrantes (0805); aplicar todas las exclusiones enumeradas en 0804",
8042,Actos contrarios a disposiciones comerciales o financieras,Actos contrarios a disposiciones comerciales o financieras,True,8,804,8042,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado","Actos contrarios a disposiciones comerciales, industriales o financieras.","Delitos empresariales con inclusión de los relacionados con la competencia o la insolvencia; insolvencia fraudulenta; comercio, designaciones comerciales o delitos de importación o exportación; actos contrarios a reglamentos, restricciones o embargos comerciales; delitos relacionados con inversiones o acciones (que no equivalen a fraude); usura","Delitos contra la propiedad intelectual (0503); actos que conllevan fraude, engaño o corrupción (07); actos contra la salud y la seguridad (0902); actos contra el entorno natural (10); aplicar todas las exclusiones enumeradas en 0804",
8043,Actos contrarios a las disposiciones sobre apuestas,Actos contrarios a las disposiciones sobre apuestas,True,8,804,8043,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado",Actos contrarios a las disposiciones sobre las apuestas y el juego.,Delitos relacionados con las apuestas y el juego,Aplicar todas las exclusiones enumeradas en 0804,
8044,Contrabando de bienes,Contrabando de bienes,True,8,804,8044,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado",Actos consistentes en fraude aduanero y traslado de bienes por una aduana fronteriza de cualquier manera clandestina.,"Contrabando de bienes, tráfico ilícito de bienes de contrabando",Delitos de importación o exportación (08042); falsificación de mercancías y productos (07022); aplicar todas las exclusiones enumeradas en 0804,111 Por contrabando de bienes se entienden los actos relacionados con el fraude aduanero y el traslado de bienes por una aduana fronteriza de cualquier manera clandestina.
8045,Manipulaciones del mercado o utilizacion indebida de informacion privilegiada,Manipulación del mercado o utilización indebida de información privilegiada,False,8,804,8045,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado","Manipulación ilícita del mercado o utilización indebida de información privilegiada. - Manipulación del mercado, tal como se define en la nota 112. - Utilización indebida de información privilegiada, tal como se define en la nota 112.","Compraventa de productos financieros sobre la base de información confidencial (utilización de información privilegiada), divulgación indebida de información relacionada con el mercado, utilización indebida de información relacionada con el mercado, manipulación de operaciones de mercado, fijación de precios",Aplicar todas las exclusiones enumeradas en 0804,"112 La manipulación del mercado se define como la realización de transacciones, la colocación de pedidos de compraventa de acciones o cualquier otro comportamiento que dé un indicio falso o engañoso en cuanto al suministro, la demanda o el precio de un instrumento financiero... La utilización indebida de información privilegiada se define como la posesión de información confidencial y su utilización para adquirir o vender, por cuenta propia o de terceros, directa o indirectamente, los instrumentos financieros a los que se refiere esa información."
8049,Otros actos contra la administracion publica o contra disposiciones regulatorias,Otros actos contra la administración pública o contra disposiciones regulatorias,True,8,804,8049,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado",Actos contra disposiciones relativas a los ingresos públicos y actos relacionados con comportamientos regulados o prohibidos por motivos morales o políticos que no estén descritos ni clasificados en las categorías 08041 a 08045.,Uso indebido del patrimonio cultural; daño o destrucción de monumentos culturales; otros actos contra la administración pública,Aplicar todas las exclusiones enumeradas en 0804,
