cnp_codigo,cnp_glosa,cnp_descripcion,cnp_familia,iccs_elegido,iccs_glosa_elegida,confianza,justificacion,exclusiones_aplicadas
9002,Falsificación de obras protegidas por Ley de Propiedad Intelectual,"Falsificación de obras protegidas o edición, reproducción o venta ostentando falsamente el nombre del editor autorizado, suprimiendo o cambiando el nombre del autor o el título de la obra, o alterando maliciosamente su texto.",PROPIEDAD INTELECTUAL,503,Delitos contra la propiedad intelectual,alta,"El delito CNP se relaciona con la falsificación de obras protegidas por propiedad intelectual, lo cual se alinea con la definición de 'Delitos contra la propiedad intelectual' en el ICCS 503. Este código incluye la violación del derecho de autor, que es el núcleo del delito descrito. Además, el ICCS 503 no excluye directamente el delito descrito, mientras que otros candidatos como 702 y 7022 lo excluyen explícitamente.","Creación, fabricación, traslado o posesión de productos falsificados de marca, o protegidos por patentes, licencias o de otro modo (07022); hurto (0502); posesión de dinero o bienes robados; recepción, manipulación, enajenación, venta o tráfico de bienes robados; utilización de piezas robadas para producir otros bienes; ocultamiento de bienes robados (0704); robo de identidad (07019); falsificación (0702); actos contra sistemas informáticos que no equivalen a piratería de programas informáticos (0903)"
9003,Venta ilícita de obras protegidas por Ley de Propiedad Intelectual,"Tener para comercializar, comercializar o alquilar directamente al público, o con ánimo de lucro fabricar, importar, internar al país, tener o adquirir para su distribución comercial copias de obras, de interpretaciones o fonogramas, cualquiera sea su soporte, reproducidos en contravención a la Ley de propiedad intelectual",PROPIEDAD INTELECTUAL,503,Delitos contra la propiedad intelectual,alta,"El delito CNP se relaciona con la reproducción y comercialización ilegal de obras protegidas, lo cual se alinea con la definición de 'Delitos contra la propiedad intelectual' en el ICCS 503. Las exclusiones del ICCS 503 no descartan este delito, ya que no se menciona la creación, fabricación o posesión de productos falsificados, que son excluidos en otros códigos.",
9004,Utilización sin autorización de obras de dominio ajeno por Ley de Propiedad Intelectual,"Los que, sin estar expresamente facultados para ello, utilicen obras de dominio ajeno protegidas por esta Ley, inéditas o publicadas, en cualquiera de las formas o por cualquiera de los medios establecidos en el art. 18.",PROPIEDAD INTELECTUAL,503,Delitos contra la propiedad intelectual,alta,"El delito CNP se relaciona con la utilización sin autorización de obras protegidas por la Ley de Propiedad Intelectual, lo cual se alinea con la definición de 'Delitos contra la propiedad intelectual' en el ICCS 503. Las inclusiones del ICCS 503 mencionan violaciones del derecho de autor, que coinciden con el delito descrito. No hay exclusiones que descarten este delito.",
9005,"Inducir, permitir, facilitar u ocultar una infracción de los derechos de autor o conexos Art. 81 ter Ley 17.336",,PROPIEDAD INTELECTUAL,503,Delitos contra la propiedad intelectual,alta,"El delito CNP se relaciona con la inducción, permitir, facilitar u ocultar una infracción de los derechos de autor o conexos, lo cual se alinea con la definición de 'Delitos contra la propiedad intelectual' en el ICCS 503. Además, el código 503 incluye la violación del derecho de autor, que es el núcleo del delito descrito. No se aplican exclusiones que descarten este código.",
9099,Demás delitos contemplados en la Ley de Propiedad Intelectual,"Cualquier otra figura delictiva que contemple esta Ley, tales como utilización de interpretaciones, falsificación de una plantilla de ejecución, falsear datos en rendición de cuantas, cobrar derechos u otorgar licencias respecto de obras protegidas, entre otras.",PROPIEDAD INTELECTUAL,503,Delitos contra la propiedad intelectual,alta,"El delito CNP 9099 se refiere a actos que violan la propiedad intelectual, como la falsificación de plantillas, falsear datos en rendición de cuantas, etc. El código ICCS 503 corresponde a delitos contra la propiedad intelectual, lo cual es compatible con la descripción del delito CNP. Además, las exclusiones del código 503 no descartan el delito CNP, ya que no incluyen actos como la creación, fabricación o posesión de productos falsificados, que son excluidos en otros códigos.",
10001,"Posesión, tenencia o porte de armas sujetas a control","Sanciona al que posea tenga o porte algunas de las armas o elementos señalados en las letras b) y d) del Art. 2 de la Ley 17798, sin la autorización de la Dirección General de Movilización Nacional o sin la pertinente inscripción) Las armas de fuego, sea cual fuere su calibre, y sus partes, dispositivos y piezas;d) Los explosivos y otros artefactos de similar naturaleza de uso industrial, minero u otro uso legítimo que requiera de autorización, sus partes, dispositivos y piezas, incluyendo los detonadores y otros elementos semejantes.",CONTROL DE ARMAS. LEY 17.798; LEY 21.250,9011,Posesión o uso de armas y explosivos,alta,"El delito CNP se refiere a la posesión, tenencia o porte de armas y explosivos sin autorización, lo que se alinea con la glosa de 9011: 'Posesión o uso ilícitos de armas de fuego fiscalizadas o prohibidas, sus piezas y componentes, municiones, otras armas o explosivos'. Las inclusiones de 9011 también abarcan la posesión de armas no registradas, lo cual coincide con el CNP. No se aplican exclusiones que descarten este código.",
10004,"Porte ilegal de arma de fuego, municiones y otros sujetas a control",,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,90111,Posesión o uso ilícitos de armas de fuego,alta,"El delito CNP se refiere al porte ilegal de armas de fuego, lo que se alinea directamente con la glosa de 90111 que menciona 'posesión o uso ilícitos de armas de fuego'. Además, las inclusiones de 90111 incluyen el porte de armas cortas sin licencia, lo cual es relevante para el delito descrito. No se aplican exclusiones que descarten este código.",
10005,Adquisición y venta indebida de cartuchos y municiones. Art. 9 A Ley 17.798,,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,9012,Tráfico de armas y explosivos,alta,"El delito CNP se refiere a la adquisición y venta indebida de cartuchos y municiones, lo que se alinea con el tráfico de armas y explosivos descrito en el código ICCS 9012. La inclusión de 'tráfico de armas de fuego, piezas, componentes y municiones' coincide directamente con la descripción del delito nacional. No se aplican exclusiones que descarten este código.",
10006,Violación de reserva base de datos s/inscrip.y reg. de arma,,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,9011,Posesión o uso de armas y explosivos,alta,"El delito CNP se refiere a la violación de la reserva de base de datos de inscripción y registro de armas, lo cual se relaciona con la posesión o uso de armas y explosivos. El código ICCS 9011 abarca esta actividad, incluyendo la posesión de armas de fuego fiscalizadas o prohibidas, lo que coincide con el móvil del delito. No se aplican exclusiones que descarten este código.",
10007,Abandono de armas o elementos sujetas a control,,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,9011,Posesión o uso de armas y explosivos,alta,"El delito CNP se refiere al abandono de armas o elementos sujetos a control, lo cual se alinea con la posesión o uso ilícitos de armas y explosivos descrito en 9011. La sección ICCS es compatible y la glosa abarca el control de armas, lo que se ajusta al movil del delito. No hay exclusiones que descarten este código en relación con el CNP.",
10008,Porte de arma prohibida,"Sanciona al que porte alguna de las armas o elementos señalados en el Art. 3° inc. 1, 2 y 3 de la Ley 17.978, sin autorización de la DGMN. Se entienden dentro de este grupo: Las armas largas cuyos cañones hayan sido recortados, armas cortas de cualquier calibre que funcionen en forma totalmente automática, armas de fantasía, entendiéndose por tales aquellas que se esconden bajo una apariencia inofensiva; armas de juguete, de fogueo, de balines, de postones o de aire comprimido adaptadas o transformadas para el disparo de municiones o cartuchos; artefactos o dispositivos, cualquiera sea su forma de fabricación, partes o apariencia, que no sean de los señalados en las letras a) o b) del artículo 2º, y que hayan sido creados, adaptados o transformados para el disparo de municiones o cartuchos; armas cuyos números de serie o sistemas de individualización se encuentren adulterados, borrados o carezcan de ellos.",CONTROL DE ARMAS. LEY 17.798; LEY 21.250,90111,Posesión o uso ilícitos de armas de fuego,alta,"El delito CNP se refiere al porte de armas prohibidas, lo cual se alinea con la glosa de 90111 que menciona 'posesión o uso ilícitos de armas de fuego'. La descripción del CNP incluye armas prohibidas, armas de fantasía, armas de juguete adaptadas, etc., que son cubiertas por la inclusión de 'posesión y porte de armas cortas sin licencia' en 90111. No hay exclusiones que descarten este código para el delito descrito.",
10009,Posesión o tenencia de armas prohibidas,"Sanciona la posesión o tenencia de las armas o elementos señalados en el Art. 3° inc. 1, 2 y 3 de la Ley 17.978, sin autorización de la DGMN. Se entienden dentro de este grupo: armas largas cuyos cañones hayan sido recortados, armas cortas de cualquier calibre que funcionen en forma totalmente automática, armas de fantasía, entendiéndose por tales aquellas que se esconden bajo una apariencia inofensiva; armas de juguete, de fogueo, de balines, de postones o de aire comprimido adaptadas o transformadas para el disparo de municiones o cartuchos; artefactos o dispositivos, cualquiera sea su forma de fabricación, partes o apariencia, que no sean de los señalados en las letras a) o b) del artículo 2º, y que hayan sido creados, adaptados o transformados para el disparo de municiones o cartuchos; armas cuyos números de serie o sistemas de individualización se encuentren adulterados, borrados o carezcan de ellos.",CONTROL DE ARMAS. LEY 17.798; LEY 21.250,90111,Posesión o uso ilícitos de armas de fuego,alta,"El delito CNP se refiere a la posesión o tenencia de armas prohibidas, lo cual se alinea directamente con la glosa de 90111 que menciona la posesión o uso ilícitos de armas de fuego. La inclusión de 'posesión y porte de armas cortas sin licencia' coincide con la definición del delito CNP, que incluye armas cortas sin autorización. No hay exclusiones que descarten este código en relación con el delito descrito.",
10010,Tráfico de armas,"Fabricar, armar, elaborar, adaptar, transformar, importar, internar al país, exportar, transportar, almacenar, distribuir, ofrecer, adquirir o celebrar convenciones respecto de los elementos indicados en los artículos 2 y 3 de la Ley 17.978.",CONTROL DE ARMAS. LEY 17.798; LEY 21.250,9012,Tráfico de armas y explosivos,alta,"El delito CNP se refiere al tráfico de armas, lo cual coincide con la glosa de 9012. La inclusión de fabricación, importación, exportación, adquisición, venta, entrega, producción, traslado o transferencia ilícitos de armas y explosivos se alinea directamente con la definición del delito. No hay exclusiones que descarten este código para el delito descrito.",
10011,"Posesión, tenencia o porte de municiones y sustancias químicas","Sanciona al que posea tenga o porte alguno de los elementos señalados en las letras c) y e) del Art. 2 de la Ley 17798, sin la autorización de la Dirección General de Movilización Nacional o sin la pertinente inscripción.c) Las municiones y cartuchos;e) Las sustancias químicas que esencialmente son susceptibles de ser usadas o empleadas para la fabricación de explosivos, o que sirven de base para la elaboración de municiones, proyectiles, misiles o cohetes, bombas, cartuchos, y los elementos lacrimógenos o de efecto fisiológico;",CONTROL DE ARMAS. LEY 17.798; LEY 21.250,9011,Posesión o uso de armas y explosivos,alta,"El delito CNP se refiere a la posesión, tenencia o porte de municiones y sustancias químicas sin autorización, lo que se alinea con la glosa de 9011: 'Posesión o uso de armas y explosivos'. La inclusión de 'materiales químicos susceptibles de ser usados para la fabricación de explosivos' se encuentra dentro de las inclusiones de 9011, que abarca materiales químicos, biológicos o radiactivos. Además, las exclusiones de 9011 no descartan el delito CNP, ya que se refieren a exclusiones generales que no aplican directamente al caso.",
